Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested,Vaccinated_1st,Vaccinated_2nd
Wakayama,2020-05-31,57,3,3,0,63,3701,,
Tottori,2020-05-31,3,0,0,0,3,1338,,
Shimane,2020-05-31,22,0,1,0,24,1125,,
Okayama,2020-05-31,25,,0,,25,1705,,
Hiroshima,2020-05-31,153,3,11,0,167,6907,,
Yamaguchi,2020-05-31,35,0,2,1,37,1701,,
Tokushima,2020-05-31,4,1,0,0,5,741,,
Kagawa,2020-05-31,28,0,0,0,28,2187,,
Ehime,2020-05-31,50,4,28,1,82,2074,,
Kochi,2020-05-31,71,3,0,0,74,1793,,
Fukuoka,2020-05-31,620,26,100,4,746,12634,,
Saga,2020-05-31,37,0,8,0,47,1417,,
Nagasaki,2020-05-31,16,1,0,0,17,2754,,
Kumamoto,2020-05-31,43,3,2,0,48,3924,,
Oita,2020-05-31,58,1,1,0,60,3988,,
Miyazaki,2020-05-31,17,0,0,0,17,1368,,
Kagoshima,2020-05-31,10,0,0,0,10,1859,,
Okinawa,2020-05-31,137,6,3,2,142,2863,,
Hokkaido,2020-06-01,810,86,195,11,1091,14421,,
Aomori,2020-06-01,26,1,0,0,27,853,,
Iwate,2020-06-01,0,0,0,0,0,672,,
Miyagi,2020-06-01,87,1,0,0,88,2950,,
Akita,2020-06-01,16,0,0,0,16,933,,
Yamagata,2020-06-01,66,0,3,1,69,2660,,
Fukushima,2020-06-01,75,0,6,0,81,4489,,
Ibaraki,2020-06-01,152,10,6,0,168,4684,,
Tochigi,2020-06-01,53,0,12,2,65,3909,,
Gunma,2020-06-01,121,19,9,1,149,3662,,
Saitama,2020-06-01,896,48,59,5,1003,20933,,
Chiba,2020-06-01,815,45,49,4,909,14814,,
Tokyo,2020-06-01,4539,305,405,29,5249,15212,,
Kanagawa,2020-06-01,1102,84,184,24,1370,9637,,
Niigata,2020-06-01,79,0,3,0,83,4180,,
Toyama,2020-06-01,190,22,15,0,227,3190,,
Ishikawa,2020-06-01,221,25,52,2,298,2727,,
Fukui,2020-06-01,112,8,2,1,122,2638,,
Yamanashi,2020-06-01,59,1,4,0,64,4038,,
Nagano,2020-06-01,69,,7,0,76,2727,,
Gifu,2020-06-01,141,7,3,1,151,3614,,
Shizuoka,2020-06-01,73,1,2,0,76,3526,,
Aichi,2020-06-01,457,34,12,0,508,10142,,
Mie,2020-06-01,44,1,0,0,45,2508,,
Shiga,2020-06-01,91,1,8,1,100,1859,,
Kyoto,2020-06-01,325,17,16,1,358,8085,,
Osaka,2020-06-01,1594,83,102,16,1783,31276,,
Hyogo,2020-06-01,630,42,27,5,699,11153,,
Nara,2020-06-01,88,2,2,0,92,2545,,
Wakayama,2020-06-01,57,3,3,0,63,3708,,
Tottori,2020-06-01,3,0,0,0,3,1343,,
Shimane,2020-06-01,22,0,2,1,24,1128,,
Okayama,2020-06-01,25,,0,,25,1709,,
Hiroshima,2020-06-01,158,3,7,0,168,6979,,
Yamaguchi,2020-06-01,35,0,2,1,37,1758,,
Tokushima,2020-06-01,4,1,0,0,5,744,,
Kagawa,2020-06-01,28,0,0,0,28,2192,,
Ehime,2020-06-01,52,4,26,1,82,2208,,
Kochi,2020-06-01,71,3,0,0,74,1798,,
Fukuoka,2020-06-01,625,26,107,4,758,12810,,
Saga,2020-06-01,42,0,3,0,47,1418,,
Nagasaki,2020-06-01,16,1,0,0,17,2770,,
Kumamoto,2020-06-01,43,3,2,0,48,3930,,
Oita,2020-06-01,58,1,1,0,60,4003,,
Miyazaki,2020-06-01,17,0,0,0,17,1386,,
Kagoshima,2020-06-01,10,0,0,0,10,1871,,
Okinawa,2020-06-01,137,6,3,2,142,2870,,
Hokkaido,2020-06-02,812,87,197,11,1096,14593,,
Aomori,2020-06-02,26,1,0,0,27,857,,
Iwate,2020-06-02,0,0,0,0,0,695,,
Miyagi,2020-06-02,87,1,0,0,88,2952,,
Akita,2020-06-02,16,0,0,0,16,935,,
Yamagata,2020-06-02,66,0,3,1,69,2665,,
Fukushima,2020-06-02,75,0,6,0,81,4588,,
Ibaraki,2020-06-02,153,10,5,0,168,4691,,
Tochigi,2020-06-02,53,0,14,1,66,3973,,
Gunma,2020-06-02,122,19,8,1,149,3713,,
Saitama,2020-06-02,905,48,50,4,1003,21810,,
Chiba,2020-06-02,824,45,37,4,906,14881,,
Tokyo,2020-06-02,4586,306,391,26,5283,15282,,
Kanagawa,2020-06-02,1123,86,164,19,1373,9974,,
Niigata,2020-06-02,81,0,1,0,83,4216,,
Toyama,2020-06-02,193,22,12,0,227,3407,,
Ishikawa,2020-06-02,227,25,46,2,298,2733,,
Fukui,2020-06-02,112,8,2,1,122,2675,,
Yamanashi,2020-06-02,59,1,4,0,64,4088,,
Nagano,2020-06-02,71,,5,0,76,2733,,
Gifu,2020-06-02,141,7,3,1,151,3652,,
Shizuoka,2020-06-02,73,1,2,0,76,3539,,
Aichi,2020-06-02,457,34,12,0,508,10211,,
Mie,2020-06-02,44,1,0,0,45,2508,,
Shiga,2020-06-02,91,1,8,1,100,1874,,
Kyoto,2020-06-02,325,17,16,1,358,8135,,
Osaka,2020-06-02,1602,84,93,15,1783,31646,,
Hyogo,2020-06-02,632,42,25,4,699,11206,,
Nara,2020-06-02,88,2,2,0,92,2545,,
Wakayama,2020-06-02,57,3,3,0,63,3713,,
Tottori,2020-06-02,3,0,0,0,3,1353,,
Shimane,2020-06-02,22,0,2,1,24,1132,,
Okayama,2020-06-02,25,,0,,25,1716,,
Hiroshima,2020-06-02,158,3,6,0,167,7011,,
Yamaguchi,2020-06-02,36,0,1,1,37,1771,,
Tokushima,2020-06-02,4,1,0,0,5,745,,
Kagawa,2020-06-02,28,0,0,0,28,2202,,
Ehime,2020-06-02,54,4,24,1,82,2262,,
Kochi,2020-06-02,71,3,0,0,74,1801,,
Fukuoka,2020-06-02,626,27,121,4,774,12967,,
Saga,2020-06-02,45,0,0,0,47,1428,,
Nagasaki,2020-06-02,16,1,0,0,17,2798,,
Kumamoto,2020-06-02,44,3,1,0,48,3939,,
Oita,2020-06-02,58,1,1,0,60,4050,,
Miyazaki,2020-06-02,17,0,0,0,17,1391,,
Kagoshima,2020-06-02,10,0,0,0,10,1880,,
Okinawa,2020-06-02,137,6,3,2,142,2872,,
Hokkaido,2020-06-03,821,87,191,10,1099,14714,,
Aomori,2020-06-03,26,1,0,0,27,867,,
Iwate,2020-06-03,0,0,0,0,0,695,,
Miyagi,2020-06-03,87,1,0,0,88,2979,,
Akita,2020-06-03,16,0,0,0,16,940,,
Yamagata,2020-06-03,66,0,3,1,69,2412,,
Fukushima,2020-06-03,75,0,6,0,81,4661,,
Ibaraki,2020-06-03,153,10,5,0,168,4721,,
Tochigi,2020-06-03,53,0,14,0,66,4105,,
Gunma,2020-06-03,122,19,8,1,149,3746,,
Saitama,2020-06-03,909,49,47,4,1005,22228,,
Chiba,2020-06-03,825,45,37,4,907,14929,,
Tokyo,2020-06-03,4623,306,366,27,5295,15332,,
Kanagawa,2020-06-03,1130,86,159,21,1375,10103,,
Niigata,2020-06-03,81,0,1,0,83,4262,,
Toyama,2020-06-03,196,22,9,0,227,3431,,
Ishikawa,2020-06-03,233,26,39,2,298,2746,,
Fukui,2020-06-03,112,8,2,1,122,2717,,
Yamanashi,2020-06-03,60,1,4,0,65,4146,,
Nagano,2020-06-03,71,,5,0,76,2766,,
Gifu,2020-06-03,141,7,3,1,151,3729,,
Shizuoka,2020-06-03,73,1,2,0,76,3554,,
Aichi,2020-06-03,458,34,12,0,509,10284,,
Mie,2020-06-03,44,1,0,0,45,2527,,
Shiga,2020-06-03,92,1,7,1,100,1896,,
Kyoto,2020-06-03,331,17,10,1,358,8257,,
Osaka,2020-06-03,1602,84,93,15,1783,31646,,
Hyogo,2020-06-03,636,42,21,4,699,11293,,
Nara,2020-06-03,89,2,1,0,92,2898,,
Wakayama,2020-06-03,60,3,0,0,63,3733,,
Tottori,2020-06-03,3,0,0,0,3,1357,,
Shimane,2020-06-03,23,0,1,1,24,1138,,
Okayama,2020-06-03,25,,0,,25,1731,,
Hiroshima,2020-06-03,158,3,6,0,167,7060,,
Yamaguchi,2020-06-03,36,0,1,1,37,1782,,
Tokushima,2020-06-03,4,1,0,0,5,752,,
Kagawa,2020-06-03,28,0,0,0,28,2225,,
Ehime,2020-06-03,55,4,23,1,82,2316,,
Kochi,2020-06-03,71,3,0,0,74,1812,,
Fukuoka,2020-06-03,628,27,125,5,780,13239,,
Saga,2020-06-03,45,0,0,0,47,1443,,
Nagasaki,2020-06-03,16,1,0,0,17,2814,,
Kumamoto,2020-06-03,44,3,1,0,48,3962,,
Oita,2020-06-03,58,1,1,0,60,4081,,
Miyazaki,2020-06-03,17,0,0,0,17,1402,,
Kagoshima,2020-06-03,10,0,0,0,10,1918,,
Okinawa,2020-06-03,137,7,2,1,142,2880,,
Hokkaido,2020-06-04,831,88,183,11,1102,14931,,
Aomori,2020-06-04,26,1,0,0,27,875,,
Iwate,2020-06-04,0,0,0,0,0,699,,
Miyagi,2020-06-04,87,1,0,0,88,3012,,
Akita,2020-06-04,16,0,0,0,16,940,,
Yamagata,2020-06-04,66,0,3,1,69,2422,,
Fukushima,2020-06-04,76,0,5,0,81,4765,,
Ibaraki,2020-06-04,155,10,3,0,168,4746,,
Tochigi,2020-06-04,57,0,10,0,66,4438,,
Gunma,2020-06-04,122,19,8,1,149,3796,,
Saitama,2020-06-04,912,50,43,4,1005,22634,,
Chiba,2020-06-04,838,45,24,4,907,15076,,
Tokyo,2020-06-04,4648,307,368,27,5323,15498,,
Kanagawa,2020-06-04,1151,87,143,17,1381,10210,,
Niigata,2020-06-04,81,0,1,0,83,4291,,
Toyama,2020-06-04,196,22,9,0,227,3454,,
Ishikawa,2020-06-04,233,26,39,2,298,2758,,
Fukui,2020-06-04,112,8,2,1,122,2756,,
Yamanashi,2020-06-04,60,1,4,0,65,4202,,
Nagano,2020-06-04,71,,5,0,76,2801,,
Gifu,2020-06-04,141,7,3,1,151,3766,,
Shizuoka,2020-06-04,73,1,2,0,76,3566,,
Aichi,2020-06-04,460,34,10,0,509,10284,,
Mie,2020-06-04,44,1,0,0,45,2552,,
Shiga,2020-06-04,94,1,5,1,100,1911,,
Kyoto,2020-06-04,331,17,10,0,358,8354,,
Osaka,2020-06-04,1610,84,85,15,1783,32063,,
Hyogo,2020-06-04,641,42,16,4,699,11368,,
Nara,2020-06-04,89,2,1,0,92,2898,,
Wakayama,2020-06-04,60,3,0,0,63,3743,,
Tottori,2020-06-04,3,0,0,0,3,1363,,
Shimane,2020-06-04,23,0,1,1,24,1142,,
Okayama,2020-06-04,25,,0,,25,1738,,
Hiroshima,2020-06-04,162,3,2,0,167,7104,,
Yamaguchi,2020-06-04,36,0,1,1,37,1794,,
Tokushima,2020-06-04,4,1,0,0,5,761,,
Kagawa,2020-06-04,28,0,0,0,28,2245,,
Ehime,2020-06-04,55,4,23,1,82,2373,,
Kochi,2020-06-04,71,3,0,0,74,1818,,
Fukuoka,2020-06-04,632,27,127,5,786,13523,,
Saga,2020-06-04,45,0,0,0,47,1449,,
Nagasaki,2020-06-04,16,1,0,0,17,2844,,
Kumamoto,2020-06-04,44,3,1,0,48,3974,,
Oita,2020-06-04,58,1,1,0,60,4127,,
Miyazaki,2020-06-04,17,0,0,0,17,1407,,
Kagoshima,2020-06-04,10,0,0,0,10,1964,,
Okinawa,2020-06-04,137,7,2,1,142,2895,,
Hokkaido,2020-06-05,849,90,166,11,1105,15221,,
Aomori,2020-06-05,26,1,0,0,27,878,,
Iwate,2020-06-05,0,0,0,0,0,705,,
Miyagi,2020-06-05,87,1,0,0,88,3034,,
Akita,2020-06-05,16,0,0,0,16,942,,
Yamagata,2020-06-05,66,0,3,1,69,2440,,
Fukushima,2020-06-05,76,0,5,0,81,4871,,
Ibaraki,2020-06-05,155,10,3,0,168,4772,,
Tochigi,2020-06-05,58,0,9,0,66,4567,,
Gunma,2020-06-05,122,19,10,1,151,3845,,
Saitama,2020-06-05,918,51,37,4,1006,23184,,
Chiba,2020-06-05,839,45,20,4,904,15225,,
Tokyo,2020-06-05,4687,309,347,26,5343,15681,,
Kanagawa,2020-06-05,1163,87,137,19,1387,10327,,
Niigata,2020-06-05,81,0,1,0,83,4334,,
Toyama,2020-06-05,198,22,7,0,227,3482,,
Ishikawa,2020-06-05,236,27,36,2,299,2770,,
Fukui,2020-06-05,112,8,2,1,122,2786,,
Yamanashi,2020-06-05,62,1,2,0,65,4259,,
Nagano,2020-06-05,71,,5,0,76,2818,,
Gifu,2020-06-05,142,7,2,1,151,3827,,
Shizuoka,2020-06-05,72,1,2,0,75,3593,,
Aichi,2020-06-05,462,34,8,0,509,10467,,
Mie,2020-06-05,44,1,0,0,45,2561,,
Shiga,2020-06-05,94,1,5,1,100,1931,,
Kyoto,2020-06-05,332,18,8,0,358,8435,,
Osaka,2020-06-05,1617,84,78,15,1783,32461,,
Hyogo,2020-06-05,647,42,10,4,699,11432,,
Nara,2020-06-05,89,2,1,0,92,2898,,
Wakayama,2020-06-05,60,3,0,0,63,3759,,
Tottori,2020-06-05,3,0,0,0,3,1375,,
Shimane,2020-06-05,23,0,1,1,24,1153,,
Okayama,2020-06-05,25,,0,,25,1747,,
Hiroshima,2020-06-05,162,3,3,0,168,7136,,
Yamaguchi,2020-06-05,36,0,1,1,37,1818,,
Tokushima,2020-06-05,4,1,0,0,5,768,,
Kagawa,2020-06-05,28,0,0,0,28,2256,,
Ehime,2020-06-05,60,4,18,1,82,2389,,
Kochi,2020-06-05,71,3,0,0,74,1824,,
Fukuoka,2020-06-05,633,27,132,5,792,13785,,
Saga,2020-06-05,45,0,0,0,47,1467,,
Nagasaki,2020-06-05,16,1,0,0,17,2883,,
Kumamoto,2020-06-05,44,3,1,0,48,3990,,
Oita,2020-06-05,58,1,1,0,60,4169,,
Miyazaki,2020-06-05,17,0,0,0,17,1414,,
Kagoshima,2020-06-05,10,0,0,0,10,1964,,
Okinawa,2020-06-05,137,7,2,1,142,2908,,
Hokkaido,2020-06-06,863,90,156,10,1109,15427,,
Aomori,2020-06-06,26,1,0,0,27,882,,
Iwate,2020-06-06,0,0,0,0,0,705,,
Miyagi,2020-06-06,87,1,0,0,88,3064,,
Akita,2020-06-06,16,0,0,0,16,942,,
Yamagata,2020-06-06,67,0,2,1,69,2444,,
Fukushima,2020-06-06,78,0,3,0,81,4984,,
Ibaraki,2020-06-06,155,10,3,0,168,4772,,
Tochigi,2020-06-06,60,0,9,0,66,4700,,
Gunma,2020-06-06,123,19,9,1,151,3904,,
Saitama,2020-06-06,920,51,36,4,1007,23212,,
Chiba,2020-06-06,839,45,20,4,904,15358,,
Tokyo,2020-06-06,4695,311,363,26,5369,15681,,
Kanagawa,2020-06-06,1163,87,137,19,1387,10327,,
Niigata,2020-06-06,81,0,1,0,83,4334,,
Toyama,2020-06-06,198,22,7,0,227,3482,,
Ishikawa,2020-06-06,237,27,35,2,299,2783,,
Fukui,2020-06-06,113,8,1,1,122,2821,,
Yamanashi,2020-06-06,62,1,2,0,65,4259,,
Nagano,2020-06-06,71,,5,0,76,2839,,
Gifu,2020-06-06,142,7,2,1,151,3874,,
Shizuoka,2020-06-06,72,1,2,0,75,3603,,
Aichi,2020-06-06,463,34,8,0,509,10467,,
Mie,2020-06-06,44,1,0,0,45,2561,,
Shiga,2020-06-06,97,1,2,1,100,1957,,
Kyoto,2020-06-06,332,18,8,0,358,8435,,
Osaka,2020-06-06,1628,84,68,15,1784,33273,,
Hyogo,2020-06-06,652,42,5,4,699,11498,,
Nara,2020-06-06,89,2,1,0,92,2898,,
Wakayama,2020-06-06,60,3,0,0,63,3768,,
Tottori,2020-06-06,3,0,0,0,3,1385,,
Shimane,2020-06-06,23,0,1,1,24,1159,,
Okayama,2020-06-06,25,,0,,25,1757,,
Hiroshima,2020-06-06,162,3,3,0,168,7136,,
Yamaguchi,2020-06-06,36,0,1,1,37,1837,,
Tokushima,2020-06-06,4,1,0,0,5,773,,
Kagawa,2020-06-06,28,0,0,0,28,2274,,
Ehime,2020-06-06,60,4,18,1,82,2389,,
Kochi,2020-06-06,71,3,0,0,74,1832,,
Fukuoka,2020-06-06,641,27,129,5,797,13960,,
Saga,2020-06-06,45,0,0,0,47,1482,,
Nagasaki,2020-06-06,16,1,0,0,17,2883,,
Kumamoto,2020-06-06,44,3,1,0,48,4015,,
Oita,2020-06-06,58,1,1,0,60,4202,,
Miyazaki,2020-06-06,17,0,0,0,17,1414,,
Kagoshima,2020-06-06,10,0,0,0,10,1982,,
Okinawa,2020-06-06,137,7,2,1,142,2908,,
Hokkaido,2020-06-07,869,90,158,11,1117,15713,,
Aomori,2020-06-07,26,1,0,0,27,882,,
Iwate,2020-06-07,0,0,0,0,0,705,,
Miyagi,2020-06-07,87,1,0,0,88,3086,,
Akita,2020-06-07,16,0,0,0,16,942,,
Yamagata,2020-06-07,67,0,2,1,69,2452,,
Fukushima,2020-06-07,78,0,3,0,81,5004,,
Ibaraki,2020-06-07,155,10,3,0,168,4772,,
Tochigi,2020-06-07,60,0,9,0,66,4840,,
Gunma,2020-06-07,123,19,9,1,151,3942,,
Saitama,2020-06-07,920,51,36,4,1007,23291,,
Chiba,2020-06-07,839,45,23,4,907,15494,,
Tokyo,2020-06-07,4696,311,376,26,5383,15681,,
Kanagawa,2020-06-07,1163,87,137,19,1387,10327,,
Niigata,2020-06-07,81,0,1,0,83,4334,,
Toyama,2020-06-07,199,22,6,0,227,3482,,
Ishikawa,2020-06-07,237,27,35,2,299,2791,,
Fukui,2020-06-07,113,8,1,1,122,2839,,
Yamanashi,2020-06-07,62,1,2,0,65,4259,,
Nagano,2020-06-07,71,,5,0,76,2865,,
Gifu,2020-06-07,142,7,2,1,151,3886,,
Shizuoka,2020-06-07,72,1,2,0,75,3612,,
Aichi,2020-06-07,463,34,8,0,509,10467,,
Mie,2020-06-07,44,1,0,0,45,2561,,
Shiga,2020-06-07,97,1,2,1,100,1967,,
Kyoto,2020-06-07,332,18,8,0,358,8435,,
Osaka,2020-06-07,1628,84,68,15,1784,33273,,
Hyogo,2020-06-07,652,42,5,4,699,11560,,
Nara,2020-06-07,89,2,1,0,92,2898,,
Wakayama,2020-06-07,60,3,0,0,63,3787,,
Tottori,2020-06-07,3,0,0,0,3,1392,,
Shimane,2020-06-07,23,0,1,1,24,1166,,
Okayama,2020-06-07,25,,0,,25,1771,,
Hiroshima,2020-06-07,163,3,2,0,168,7136,,
Yamaguchi,2020-06-07,36,0,1,1,37,1845,,
Tokushima,2020-06-07,4,1,0,0,5,778,,
Kagawa,2020-06-07,28,0,0,0,28,2283,,
Ehime,2020-06-07,60,4,18,1,82,2389,,
Kochi,2020-06-07,71,3,0,0,74,1845,,
Fukuoka,2020-06-07,641,27,131,5,799,14242,,
Saga,2020-06-07,45,0,0,0,47,1483,,
Nagasaki,2020-06-07,16,1,0,0,17,2920,,
Kumamoto,2020-06-07,44,3,1,0,48,4028,,
Oita,2020-06-07,58,1,1,0,60,4217,,
Miyazaki,2020-06-07,17,0,0,0,17,1414,,
Kagoshima,2020-06-07,10,0,0,0,10,1998,,
Okinawa,2020-06-07,137,7,2,1,142,2908,,
Hokkaido,2020-06-08,881,90,150,13,1121,16024,,
Aomori,2020-06-08,26,1,0,0,27,888,,
Iwate,2020-06-08,0,0,0,0,0,742,,
Miyagi,2020-06-08,87,1,0,0,88,3108,,
Akita,2020-06-08,16,0,0,0,16,951,,
Yamagata,2020-06-08,67,0,2,1,69,2454,,
Fukushima,2020-06-08,78,0,3,0,81,5033,,
Ibaraki,2020-06-08,155,10,3,0,168,4866,,
Tochigi,2020-06-08,61,0,6,0,66,4886,,
Gunma,2020-06-08,125,19,7,1,151,3973,,
Saitama,2020-06-08,920,51,36,4,1007,23877,,
Chiba,2020-06-08,841,45,21,4,907,15658,,
Tokyo,2020-06-08,4716,311,369,24,5396,16026,,
Kanagawa,2020-06-08,1181,87,129,13,1397,10601,,
Niigata,2020-06-08,81,0,1,0,83,4392,,
Toyama,2020-06-08,199,22,6,0,227,3531,,
Ishikawa,2020-06-08,238,27,34,2,299,2798,,
Fukui,2020-06-08,113,8,1,1,122,2839,,
Yamanashi,2020-06-08,63,1,3,0,67,4434,,
Nagano,2020-06-08,71,,5,0,76,2889,,
Gifu,2020-06-08,142,7,3,1,152,3891,,
Shizuoka,2020-06-08,73,1,1,0,75,3619,,
Aichi,2020-06-08,463,34,9,0,511,10701,,
Mie,2020-06-08,44,1,0,0,45,2579,,
Shiga,2020-06-08,97,1,2,1,100,1970,,
Kyoto,2020-06-08,332,18,9,0,359,8608,,
Osaka,2020-06-08,1628,84,68,15,1784,33273,,
Hyogo,2020-06-08,652,42,5,4,699,11588,,
Nara,2020-06-08,89,2,1,0,92,2898,,
Wakayama,2020-06-08,60,3,0,0,63,3790,,
Tottori,2020-06-08,3,0,0,0,3,1395,,
Shimane,2020-06-08,23,0,1,1,24,1167,,
Okayama,2020-06-08,25,,0,,25,1774,,
Hiroshima,2020-06-08,163,3,2,0,168,7264,,
Yamaguchi,2020-06-08,36,0,1,1,37,1858,,
Tokushima,2020-06-08,4,1,0,0,5,782,,
Kagawa,2020-06-08,28,0,0,0,28,2288,,
Ehime,2020-06-08,66,4,12,0,82,2462,,
Kochi,2020-06-08,71,3,0,0,74,1848,,
Fukuoka,2020-06-08,642,27,133,5,802,14317,,
Saga,2020-06-08,45,0,0,0,47,1487,,
Nagasaki,2020-06-08,16,1,0,0,17,2925,,
Kumamoto,2020-06-08,44,3,1,0,48,4033,,
Oita,2020-06-08,58,1,1,0,60,4231,,
Miyazaki,2020-06-08,17,0,0,0,17,1434,,
Kagoshima,2020-06-08,10,0,0,0,10,2009,,
Okinawa,2020-06-08,137,7,2,1,142,2908,,
Hokkaido,2020-06-09,888,91,146,11,1125,16302,,
Aomori,2020-06-09,26,1,0,0,27,889,,
Iwate,2020-06-09,0,0,0,0,0,761,,
Miyagi,2020-06-09,87,1,0,0,88,3119,,
Akita,2020-06-09,16,0,0,0,16,952,,
Yamagata,2020-06-09,67,0,2,1,69,2459,,
Fukushima,2020-06-09,78,0,3,0,81,5159,,
Ibaraki,2020-06-09,155,10,3,0,168,4872,,
Tochigi,2020-06-09,62,0,4,0,66,5034,,
Gunma,2020-06-09,126,19,6,1,151,4076,,
Saitama,2020-06-09,928,51,29,5,1008,24572,,
Chiba,2020-06-09,843,45,22,4,910,15743,,
Tokyo,2020-06-09,4758,311,339,23,5408,16143,,
Kanagawa,2020-06-09,1185,88,125,15,1398,10756,,
Niigata,2020-06-09,81,0,1,0,83,4428,,
Toyama,2020-06-09,199,22,6,0,227,3537,,
Ishikawa,2020-06-09,239,27,33,2,299,2800,,
Fukui,2020-06-09,113,8,1,1,122,2875,,
Yamanashi,2020-06-09,63,1,3,0,67,4487,,
Nagano,2020-06-09,71,,5,0,76,2901,,
Gifu,2020-06-09,142,7,4,1,153,3951,,
Shizuoka,2020-06-09,73,1,1,0,75,3637,,
Aichi,2020-06-09,465,34,7,0,511,10844,,
Mie,2020-06-09,44,1,0,0,45,2587,,
Shiga,2020-06-09,97,1,2,1,100,1978,,
Kyoto,2020-06-09,334,18,7,0,359,8644,,
Osaka,2020-06-09,1635,84,62,15,1785,33639,,
Hyogo,2020-06-09,652,43,4,3,699,11640,,
Nara,2020-06-09,89,2,1,0,92,2898,,
Wakayama,2020-06-09,60,3,0,0,63,3797,,
Tottori,2020-06-09,3,0,0,0,3,1402,,
Shimane,2020-06-09,23,0,1,1,24,1169,,
Okayama,2020-06-09,25,,0,,25,1780,,
Hiroshima,2020-06-09,164,3,1,0,168,7297,,
Yamaguchi,2020-06-09,36,0,1,1,37,1873,,
Tokushima,2020-06-09,4,1,0,0,5,784,,
Kagawa,2020-06-09,28,0,0,0,28,2312,,
Ehime,2020-06-09,67,4,11,0,82,2477,,
Kochi,2020-06-09,71,3,0,0,74,1848,,
Fukuoka,2020-06-09,645,27,133,6,805,14385,,
Saga,2020-06-09,45,0,0,0,47,1505,,
Nagasaki,2020-06-09,16,1,0,0,17,2956,,
Kumamoto,2020-06-09,44,3,1,0,48,4055,,
Oita,2020-06-09,59,1,0,0,60,4278,,
Miyazaki,2020-06-09,17,0,0,0,17,1441,,
Kagoshima,2020-06-09,10,0,0,0,10,2009,,
Okinawa,2020-06-09,139,7,0,0,142,2925,,
Hokkaido,2020-06-10,906,91,135,11,1132,16456,,
Aomori,2020-06-10,26,1,0,0,27,892,,
Iwate,2020-06-10,0,0,0,0,0,767,,
Miyagi,2020-06-10,87,1,0,0,88,3136,,
Akita,2020-06-10,16,0,0,0,16,957,,
Yamagata,2020-06-10,67,0,2,1,69,2463,,
Fukushima,2020-06-10,78,0,3,0,81,5232,,
Ibaraki,2020-06-10,155,10,3,0,168,4934,,
Tochigi,2020-06-10,62,0,4,0,66,5141,,
Gunma,2020-06-10,126,19,6,1,151,4158,,
Saitama,2020-06-10,929,51,34,5,1014,25132,,
Chiba,2020-06-10,843,45,24,4,912,15813,,
Tokyo,2020-06-10,4785,311,330,22,5426,16177,,
Kanagawa,2020-06-10,1194,89,115,17,1398,10918,,
Niigata,2020-06-10,81,0,1,0,83,4465,,
Toyama,2020-06-10,202,22,3,0,227,3542,,
Ishikawa,2020-06-10,239,27,33,2,299,2806,,
Fukui,2020-06-10,113,8,1,1,122,2919,,
Yamanashi,2020-06-10,64,1,3,0,68,4577,,
Nagano,2020-06-10,72,,4,0,76,2930,,
Gifu,2020-06-10,142,7,4,1,153,4065,,
Shizuoka,2020-06-10,73,1,2,0,76,3644,,
Aichi,2020-06-10,465,34,7,0,511,10961,,
Mie,2020-06-10,44,1,0,0,45,2599,,
Shiga,2020-06-10,97,1,2,1,100,2003,,
Kyoto,2020-06-10,337,18,5,0,360,8793,,
Osaka,2020-06-10,1646,84,51,14,1785,34037,,
Hyogo,2020-06-10,652,43,4,3,699,11716,,
Nara,2020-06-10,89,2,1,0,92,3240,,
Wakayama,2020-06-10,60,3,0,0,63,3815,,
Tottori,2020-06-10,3,0,0,0,3,1405,,
Shimane,2020-06-10,23,0,1,1,24,1176,,
Okayama,2020-06-10,25,,0,,25,1790,,
Hiroshima,2020-06-10,164,3,1,0,168,7328,,
Yamaguchi,2020-06-10,36,0,1,1,37,1886,,
Tokushima,2020-06-10,4,1,0,0,5,789,,
Kagawa,2020-06-10,28,0,0,0,28,2344,,
Ehime,2020-06-10,68,4,10,0,82,2487,,
Kochi,2020-06-10,71,3,0,0,74,1863,,
Fukuoka,2020-06-10,650,27,131,3,808,14552,,
Saga,2020-06-10,45,0,0,0,47,1513,,
Nagasaki,2020-06-10,16,1,0,0,17,2972,,
Kumamoto,2020-06-10,44,3,1,0,48,4070,,
Oita,2020-06-10,59,1,0,0,60,4309,,
Miyazaki,2020-06-10,17,0,0,0,17,1453,,
Kagoshima,2020-06-10,10,0,0,0,10,2049,,
Okinawa,2020-06-10,139,7,0,0,142,2930,,
Hokkaido,2020-06-11,921,91,125,12,1137,16633,,
Aomori,2020-06-11,26,1,0,0,27,899,,
Iwate,2020-06-11,0,0,0,0,0,769,,
Miyagi,2020-06-11,87,1,0,0,88,3168,,
Akita,2020-06-11,16,0,0,0,16,961,,
Yamagata,2020-06-11,67,0,2,1,69,2470,,
Fukushima,2020-06-11,78,0,3,0,81,5353,,
Ibaraki,2020-06-11,155,10,3,0,168,4962,,
Tochigi,2020-06-11,63,0,3,0,66,5264,,
Gunma,2020-06-11,126,19,6,1,151,4232,,
Saitama,2020-06-11,936,51,30,4,1017,25662,,
Chiba,2020-06-11,846,45,24,4,915,15991,,
Tokyo,2020-06-11,4824,311,313,21,5448,16267,,
Kanagawa,2020-06-11,1202,89,108,16,1399,11046,,
